Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Biotic Grenade Kills / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Blaster Kills / 10min,Damage Amplified / 10min,Players Resurrected / 10min,Final Blows / 10min,Solo Kills / 10min,"Weapon Accuracy, %",Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Dragonblade Kills / 10min,"Crit Accuracy, %",Deadeye Kills / 10min,Magnetic Grenade Attaches,Magnetic Grenade Kills / 10min,Kunai Kills / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,Long Range Kills / 10min,Storm Arrow Kills / 10min,Recon Assists / 10min,Dragonstrike Kills / 10min,"Secondary Accuracy, %",Biotic Orb Kills / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Coalescence Kills / 10min,Objective Contest Time / 10min,Charge Kills / 10min,Fire Strike Kills / 10min,Earthshatter Kills / 10min,Venom Mine Kills / 10min,"Helix Rocket Accuracy, %",Helix Rocket Kills / 10min,Tactical Visor Kills / 10min,"Charged Volley Accuracy, %",Charged Volley Kills / 10min,Transcendence Healing / 10min,"Micro Missile Kills, % / 10min",Call Mech Kills / 10min,Self-Destruct Kills / 10min,Knockbacks / 10min,Sound Barriers / 10min,Self Healing / 10min,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,Pulse Bomb Kills / 10min,Direct Hits,Concussion Mine Kills / 10min,Enemies Trapped / 10min,Coach Gun Kills / 10min,Dynamite Kills / 10min,Bob Kills / 10min,"Primary Accuracy, %",High Energy Kills / 10min,"Average Energy, %",Graviton Surge Kills / 10min,Healing Accuracy,Deaths Prevented / 10min,Amp Matrix Assists / 10min,Chain Hook Kills / 10min,"Chain Hook Accuracy, %",Whole Hog Kills / 10min,Death Blossom Kills / 10min,"Airtime, %",Barrage Kills / 10min,Accretion Kills / 10min,Overhealth / 10min,Gravitic Flux Kills / 10min,Rocket Punch Kills / 10min,Seismic Slam Kills / 10min,Meteor Strike Kills / 10min,Inspire Uptime,"Icicle Accuracy, % / 10min","Icicle Crit Accuracy, % / 10min",Enemies Frozen / 10min,Blizzard Kills / 10min,Energy Javelin Kills / 10min,Javelin Spin Kills / 10min,Terra Surge Kills / 10min,Jump Pack Kills / 10min,Primal Rage Kills / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,EMP Kills / 10min,Recon Kills / 10min,Assault Kills / 10min,Tactical Grenade Kills / 10min,Artillery Kills / 10min,Average Damage Multiplier,Players Teleported / 10min,Sentry Turret Kills / 10min,Grappling Claw Kills / 10min,Piledriver Kills / 10min,"Pummel Accuracy, %",Pummel Kills / 10min,Ravenous Vortex Kills / 10min,Annihilation Kills / 10min,Hammer Kills / 10min,Turret Kills / 10min,Molten Core Kills / 10min,Life Grip Saves / 10min,Thorn Valley Kills / 10min,"Charged Shot Accuracy, %","Charged Crit Accuracy, %",Charged Shot Kills / 10min,Disruptor Shot Kills / 10min,Overclock Kills / 10min,"Jagged Blade Accuracy, %",Carnage Kills / 10min,"Wound Uptime, %",Rampage Kills / 10min,"Focusing Beam Accuracy, %",Focusing Beam Kills / 10min,"Sticky Bomb Accuracy, %",Sticky Bomb Kills / 10min,Duplicate Kills / 10min,Role
Ashe,Grandmaster,2.62,5.11,52.08,17.39,4.99,39,9660,,7.65,41,,,,,,,,9.37,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,5.61,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Zarya,All,4.71,2.22,45.22,19.68,8.86,126,9772,,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,44,12.43,37.99,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Bronze,4.25,1.39,42.29,17.61,8.47,129,8497,,6.66,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,41,10.56,35.03,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Silver,4.48,1.51,44.69,18.83,9.00,133,8998,,6.40,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,42,11.53,36.40,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Gold,4.67,1.88,44.96,19.38,9.03,131,9392,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,44,12.05,37.20,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Platinum,4.70,2.48,44.90,19.80,8.93,126,9792,,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,45,12.45,37.86,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Diamond,4.84,2.95,43.69,19.98,8.77,120,10038,,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,45,12.78,38.38,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Master,4.80,2.92,45.29,19.62,8.42,116,10005,,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,45,12.71,38.73,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Grandmaster,4.79,3.58,48.00,19.07,8.05,110,9922,,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,45,12.79,39.62,3.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Baptiste,All,4.53,2.72,47.70,10.91,4.54,58,3639,8825,6.32,,,,,,,511.90,,,,30,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.42,2.34,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Bronze,4.21,1.68,44.79,9.95,4.62,66,3343,7733,6.73,,,,,,,437.75,,,,27,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.61,2.20,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Silver,4.28,1.65,46.01,10.22,4.72,66,3353,8197,6.69,,,,,,,462.59,,,,28,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.32,2.25,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Gold,4.38,2.13,45.94,10.52,4.68,63,3434,8493,6.51,,,,,,,489.48,,,,29,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.78,2.29,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Platinum,4.54,2.57,46.48,10.86,4.59,59,3566,8834,6.33,,,,,,,512.25,,,,30,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.50,2.35,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Diamond,4.66,3.73,48.05,11.32,4.53,55,3781,9034,6.23,,,,,,,536.60,,,,31,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.64,2.40,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Master,4.60,3.99,48.25,11.23,4.32,51,3878,9122,6.20,,,,,,,536.43,,,,31,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.25,2.45,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Grandmaster,4.57,5.57,52.10,11.22,4.02,50,4112,9507,6.10,,,,,,,540.40,,,,32,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.94,2.49,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Roadhog,All,3.73,0.60,37.54,17.12,7.48,114,7987,,6.75,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,5207.68,,,,,,,,,,,,,,,,,8.53,54.42,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Bronze,3.37,0.42,34.25,14.89,6.98,116,6725,,7.04,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,4913.95,,,,,,,,,,,,,,,,,7.05,52.39,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Silver,3.50,0.42,35.59,15.65,7.46,118,7143,,6.93,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,5016.42,,,,,,,,,,,,,,,,,7.36,53.45,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Gold,3.68,0.45,36.67,16.54,7.60,118,7615,,6.90,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,5061.32,,,,,,,,,,,,,,,,,7.98,54.15,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Platinum,3.76,0.66,35.94,17.14,7.53,114,7998,,6.84,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,5152.19,,,,,,,,,,,,,,,,,8.54,54.72,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Diamond,3.68,0.93,36.90,17.55,7.36,109,8204,,6.77,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,5199.64,,,,,,,,,,,,,,,,,8.95,54.61,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Master,3.66,1.09,38.77,17.05,7.10,105,7999,,6.77,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,5151.83,,,,,,,,,,,,,,,,,8.73,53.66,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Grandmaster,3.47,1.23,37.96,16.08,6.53,99,7587,,6.69,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,5237.26,,,,,,,,,,,,,,,,,8.33,52.81,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Reaper,All,2.86,2.06,47.19,19.88,7.59,75,8242,,7.98,,,,,,,,,10.94,1.94,29,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555.80,,,,,,,,,,,,,,,,,,,,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Bronze,2.87,1.38,45.05,18.89,7.64,79,7549,,8.03,,,,,,,,,10.58,2.28,27,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.81,,,,,,,,,,,,,,,,,,,,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Silver,2.85,1.86,47.45,19.47,7.79,79,7798,,8.06,,,,,,,,,10.87,2.17,28,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1482.46,,,,,,,,,,,,,,,,,,,,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Gold,2.89,2.06,47.53,19.87,7.74,77,8094,,8.00,,,,,,,,,11.00,2.05,29,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530.42,,,,,,,,,,,,,,,,,,,,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Platinum,2.88,2.27,46.58,20.09,7.66,74,8345,,7.98,,,,,,,,,11.08,1.93,29,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.47,,,,,,,,,,,,,,,,,,,,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Diamond,2.83,2.43,46.82,20.14,7.49,72,8525,,8.02,,,,,,,,,11.05,1.85,30,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602.60,,,,,,,,,,,,,,,,,,,,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Master,2.71,2.22,46.83,19.38,7.06,69,8389,,8.06,,,,,,,,,10.47,1.78,30,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587.49,,,,,,,,,,,,,,,,,,,,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Grandmaster,2.74,1.84,46.86,19.09,6.86,69,8216,,7.91,,,,,,,,,10.22,1.85,29,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1579.44,,,,,,,,,,,,,,,,,,,,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,All,3.04,1.88,49.31,20.85,6.32,39,9082,,8.41,,,,,,,,,12.66,2.26,46,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,67.28,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Bronze,3.17,1.09,45.94,19.08,6.74,45,8297,,8.00,,,,,,,,,11.24,2.61,45,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,61.73,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Silver,3.20,1.37,48.28,20.03,6.69,43,8567,,8.17,,,,,,,,,11.86,2.65,46,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,63.32,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Gold,3.14,1.64,49.32,20.69,6.61,41,8871,,8.27,,,,,,,,,12.44,2.50,47,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,65.42,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Platinum,3.05,2.04,49.19,21.12,6.38,40,9137,,8.45,,,,,,,,,12.86,2.33,47,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,67.23,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Diamond,2.92,2.29,48.48,21.16,6.04,37,9318,,8.65,,,,,,,,,13.01,2.09,46,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,69.13,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Master,2.84,2.69,50.16,20.89,5.68,35,9413,,8.64,,,,,,,,,12.89,1.84,44,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,70.81,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Grandmaster,3.03,2.45,52.90,20.73,5.49,33,9406,,8.31,,,,,,,,,12.98,1.75,43,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,71.99,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sigma,All,4.86,1.87,48.23,18.22,8.02,127,9787,,5.13,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25,1264.96,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Bronze,4.33,1.21,44.23,16.57,8.38,133,8692,,5.49,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,1260.79,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Silver,4.61,1.31,45.43,17.41,8.60,133,9130,,5.35,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82,1334.18,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Gold,4.81,1.46,48.14,17.95,8.53,134,9454,,5.26,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09,1324.04,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Platinum,4.97,1.94,48.37,18.41,8.21,128,9794,,5.14,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,1288.66,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Diamond,4.88,2.32,47.56,18.57,7.74,122,10031,,5.13,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45,1226.54,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Master,4.78,2.91,48.03,18.08,7.25,117,10025,,5.12,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36,1158.24,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Grandmaster,4.44,3.92,47.26,17.23,6.61,117,9925,,5.11,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07,1173.43,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,All,3.38,1.43,49.62,18.34,5.92,91,8174,,7.58,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2817.38,,10.19,9.17,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Bronze,3.54,0.38,43.96,16.34,5.84,94,7300,,7.83,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2657.41,,9.04,8.19,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Silver,3.33,0.53,45.86,17.07,6.06,98,7550,,7.79,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2801.37,,9.51,8.70,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Gold,3.43,0.76,48.83,17.81,6.23,98,7810,,7.67,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2832.71,,10.07,8.99,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Platinum,3.41,1.49,50.38,18.27,6.06,94,8177,,7.59,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880.80,,10.25,9.23,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Diamond,3.40,2.20,49.22,18.91,5.89,88,8403,,7.55,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2839.40,,10.50,9.44,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Master,3.31,2.72,48.83,18.67,5.63,83,8373,,7.52,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2746.16,,10.22,9.20,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Grandmaster,3.28,4.15,50.19,18.39,5.34,80,8317,,7.51,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2660.32,,9.86,8.97,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Brigitte,All,4.76,1.80,51.84,12.20,4.91,87,3780,8420,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.04,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Bronze,4.12,0.83,48.51,11.93,5.09,94,3582,7610,8.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.15,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Silver,4.50,0.94,50.05,12.48,5.29,93,3755,7968,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.58,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Gold,4.61,1.19,50.68,12.66,5.23,92,3834,8198,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.56,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Platinum,4.80,1.56,50.74,12.60,5.10,88,3855,8447,7.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.80,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Diamond,4.85,2.42,51.70,12.33,4.91,83,3842,8594,7.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.73,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Master,4.82,3.27,52.77,11.56,4.55,82,3670,8581,6.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.38,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Grandmaster,4.87,5.41,54.31,10.54,4.10,83,3546,8702,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.82,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Mei,All,3.85,2.24,49.33,17.98,7.61,91,7066,,7.21,,,,,,,,,7.83,1.07,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,15,3.45,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Bronze,3.79,1.36,47.56,17.19,8.05,100,6570,,7.33,,,,,,,,,7.54,1.20,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,14,4.04,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Silver,3.88,1.60,48.16,17.84,8.13,100,6817,,7.34,,,,,,,,,7.70,1.14,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,14,3.92,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
